Treating.Clinician,Hospital,total,target,percentage,jitter_total,jitter_target,jitter_percentage
90060945,Casey,1,0,0,1.0261774,0.065363942,0.025214979
90060945,Dandenong,6,0,0,6.090102566,0.019664823,0.029899117
90060950,Dandenong,1,0,0,0.997523534,0.090064989,0.074593916
90060950,MMC- Clayton,7,0,0,7.074304329,0.090780852,0.072191991
90061220,Casey,5,0,0,5.082394344,0.092396076,0.086881003
90061220,MMC- Clayton,7,0,0,7.044886402,0.078722189,0.078712083
90062205,MMC- Clayton,38,0,0,38.05840371,-0.002948734,0.055623777
90063200,Casey,8,0,0,8.053336752,0.060494851,0.01507266
90064512,Casey,10,0,0,10.08886939,0.026036927,0.029264614
90066524,MMC- Clayton,18,0,0,18.02323146,0.006436955,0.009518841
90068267,Dandenong,12,0,0,12.01243513,0.086023599,0.014711816
90068451,Dandenong,4,0,0,4.092344634,0.052510439,0.002045425
90069969,Casey,4,0,0,4.063950066,0.02357481,0.068698729
90070093,MMC- Clayton,21,0,0,21.09465189,0.020116559,0.045532766
90070899,Casey,1,0,0,1.008392849,0.007579544,0.011400214
90071350,Dandenong,3,0,0,3.050816015,0.057100296,0.065443126
90071662,Casey,9,0,0,9.002826497,0.00844488,0.036583473
90071914,Casey,4,0,0,4.092040458,0.08682513,0.087526682
90072373,Dandenong,3,0,0,2.998782166,0.043362393,0.000767505
90072373,MMC- Clayton,10,0,0,10.07319978,0.039554281,0.041223678
90074347,Casey,5,0,0,5.045794137,0.050743747,0.084512572
90074642,Dandenong,1,0,0,1.0410524,0.065370615,0.007687417
90074642,MMC- Clayton,2,0,0,2.050137629,0.08527329,0.088719135
90074963,Casey,4,0,0,4.028797048,0.059718362,0.057453379
90075008,MMC- Clayton,22,0,0,22.05234904,0.054275114,0.067524762
90075334,MMC- Clayton,13,0,0,13.00702527,0.060546502,0.041288708
90075767,Casey,4,0,0,4.028048552,0.018944859,0.030076511
90075767,Dandenong,3,0,0,3.054303199,0.059593829,0.077049034
90075796,MMC- Clayton,4,0,0,4.074147286,0.024872867,0.061379557
90076316,Casey,3,0,0,3.012449689,0.037520952,0.028498977
90076316,Dandenong,3,0,0,3.012029746,0.034595609,0.031304506
90076693,MMC- Clayton,8,0,0,8.048474123,0.026406228,0.077572169
90076797,MMC- Clayton,2,0,0,2.064847963,0.006740923,-0.003138162
90077401,MMC- Clayton,18,0,0,17.99871605,0.047177154,0.023463151
90077628,Casey,12,0,0,12.01251437,0.064117543,0.021369047
90077920,MMC- Clayton,1,0,0,1.06853908,0.06698181,0.021232803
90078071,MMC- Clayton,14,0,0,14.00378299,0.070844775,0.027824328
90078140,Casey,4,0,0,4.04366682,0.080587996,0.059046157
90078263,Casey,7,0,0,7.073484241,0.047214137,0.078704919
90078705,MMC- Clayton,21,0,0,21.0244924,0.067312426,0.037875453
90078787,MMC- Clayton,3,0,0,2.995277265,0.031346502,0.01557205
90078814,Casey,2,0,0,1.998054163,0.054686982,0.020158831
90078814,MMC- Clayton,6,0,0,6.014280221,0.010219185,0.086148671
90079400,Casey,1,0,0,1.080659968,0.024778708,0.052028737
90079546,MMC- Clayton,15,0,0,15.01230647,0.040202787,0.063284004
90080314,Dandenong,2,0,0,2.042347214,0.058990274,0.032402561
90080314,MMC- Clayton,3,0,0,2.998736555,0.068929484,0.015439035
90080745,MMC- Clayton,8,0,0,8.087744696,0.060443262,0.039105966
90081325,MMC- Clayton,32,0,0,32.07791929,0.032509011,0.064601562
90081556,MMC- Clayton,5,0,0,5.03316488,0.006179217,0.061589562
90081588,MMC- Clayton,1,0,0,1.041036196,0.090923975,0.024727363
90081957,Dandenong,1,0,0,1.002261228,0.0271366,0.054509008
90081957,MMC- Clayton,14,0,0,14.03707033,0.04385304,0.00971783
90082317,Dandenong,4,0,0,4.091799434,0.013668919,0.030935207
90082317,MMC- Clayton,8,0,0,8.083713267,0.089262441,0.091983767
90082515,Casey,15,0,0,15.07281343,0.065227164,-0.004021225
90082515,Dandenong,3,0,0,3.080292912,0.056619003,0.026497761
90082524,Casey,2,0,0,2.06489536,0.023970544,0.093909472
90082606,MMC- Clayton,1,0,0,1.02876834,0.067063032,0.035330396
90082724,Casey,15,0,0,14.99753823,0.061530433,0.086595894
90083027,Casey,7,0,0,7.050194436,0.033172459,0.089053286
90083027,MMC- Clayton,11,0,0,11.08055505,0.008384728,0.022358877
90083180,Casey,7,0,0,7.033264733,0.036888745,0.008997593
90083180,Dandenong,4,0,0,4.049712098,0.060615659,0.031373144
90083199,Dandenong,4,0,0,4.082128098,0.025994104,0.010239982
90083266,MMC- Clayton,29,0,0,29.08219986,0.066241991,0.037232257
90085012,Casey,4,0,0,4.051439089,-0.002958148,0.010882903
90085012,Dandenong,1,0,0,1.006296697,0.062628803,0.029885455
90085043,MMC- Clayton,3,0,0,2.996526946,0.055432994,0.039197016
90085693,Casey,1,0,0,1.005579066,0.076970541,0.050043552
90085715,Casey,5,0,0,5.080550666,0.023107787,-0.001565259
90085898,MMC- Clayton,11,0,0,11.01325114,0.089020343,0.050033668
90086088,MMC- Clayton,4,0,0,4.037037596,0.000914888,0.037962972
90086136,Casey,24,0,0,24.08457501,0.084739288,0.002750756
90086232,MMC- Clayton,3,0,0,3.005351499,0.094938089,0.093661454
90086511,Casey,14,0,0,14.01162466,0.045910811,0.06865916
90088199,Casey,7,0,0,7.068289142,0.03726759,0.039351415
90088199,Dandenong,4,0,0,4.0940743,0.034874351,0.085586302
90089123,Casey,10,0,0,10.00669021,0.003647236,-0.001371002
90089947,Casey,8,0,0,8.026966369,-0.001968459,0.023801763
90089975,Casey,7,0,0,7.072852892,0.036611228,0.041244777
90090296,Dandenong,5,0,0,5.079686819,0.042615105,0.001558793
90090681,Casey,8,0,0,8.004692822,0.012884462,0.021692513
90091034,MMC- Clayton,2,0,0,2.067170135,0.0469522,0.076566381
90093120,MMC- Clayton,7,0,0,7.012690789,0.065698762,0.017802807
90093190,Casey,1,0,0,1.077554104,-0.003765071,0.040299259
90093190,MMC- Clayton,2,0,0,2.0730204,0.091924498,0.080956949
90093516,MMC- Clayton,6,0,0,6.007311687,0.020541528,0.065109453
90094007,Casey,3,0,0,2.996462294,0.033214843,0.022981291
90094126,MMC- Clayton,8,0,0,8.034328541,0.08694772,0.025336448
90094427,MMC- Clayton,15,0,0,15.08970421,0.084495364,0.079685982
90094829,Casey,2,0,0,2.029842375,0.007643292,0.080293883
90095252,Casey,5,0,0,5.010171267,0.069467384,0.049780286
90096616,MMC- Clayton,8,0,0,8.048720576,0.036336828,0.047332765
90096638,MMC- Clayton,1,0,0,0.998566432,0.053911111,0.093930338
90097823,Casey,5,0,0,5.083972955,0.057142812,0.054876454
90097823,Dandenong,7,0,0,7.080637976,0.080407261,0.003913002
90097823,MMC- Clayton,4,0,0,4.059121572,0.082199012,0.06066319
90098181,MMC- Clayton,17,0,0,17.07351173,0.00205338,0.079663903
90098405,Casey,5,0,0,5.03271432,0.01399813,0.011457327
90098744,MMC- Clayton,23,0,0,23.07950361,0.07625741,0.023650298
90098753,Casey,7,0,0,7.023592153,0.094659433,0.057893997
90098792,MMC- Clayton,1,0,0,1.040351618,0.087266494,0.007764815
90099597,MMC- Clayton,1,0,0,1.028216568,0.00270423,0.09253636
90099752,Dandenong,6,0,0,6.087199419,0.032628571,0.050247433
90099752,MMC- Clayton,12,0,0,11.99507179,0.031638444,0.036783957
90100013,Casey,9,0,0,9.062028492,0.025150512,0.000995369
90100582,Dandenong,7,0,0,7.056484987,0.046792467,0.005015786
90100582,MMC- Clayton,6,0,0,6.093032531,0.058927055,0.078026127
90101121,MMC- Clayton,2,0,0,2.021304133,0.021705465,0.060331051
90101122,MMC- Clayton,5,0,0,5.073279423,0.05275614,0.087282775
90101219,Dandenong,2,0,0,2.0242036,0.024882499,0.015381259
90101274,Casey,24,0,0,24.00016978,0.011451717,0.005693917
90101274,MMC- Clayton,33,0,0,33.06387393,0.063607488,0.048894283
90102876,MMC- Clayton,2,0,0,2.036212211,0.092424997,0.069027339
90102895,Casey,1,0,0,1.082378443,0.038331074,0.013612047
90102895,Dandenong,5,0,0,5.041212211,0.08622215,0.001463501
90103211,MMC- Clayton,1,0,0,1.036573259,0.060818057,0.072651982
90103318,Casey,23,0,0,23.07343011,0.08444372,0.008748276
90104011,Casey,8,0,0,8.004263356,0.065895444,0.0232748
90104011,Dandenong,5,0,0,5.004786175,0.026807187,0.023458916
90104797,Casey,5,0,0,5.035950057,0.010388541,0.081444754
90104880,Dandenong,3,0,0,3.088786803,0.055765998,0.08014352
90104983,MMC- Clayton,2,0,0,2.089170017,0.076881101,0.03844259
90105952,Casey,3,0,0,3.012870491,0.019792895,0.091529231
90107017,Dandenong,3,0,0,3.015381188,0.055835106,0.034925511
90107514,MMC- Clayton,18,0,0,17.99923906,0.034776303,0.055447921
90107765,Dandenong,7,0,0,7.006188956,0.03336234,0.077455776
90108333,MMC- Clayton,1,0,0,1.023427414,0.079146564,0.056425012
90109083,Dandenong,2,0,0,2.080164439,0.011855134,0.039669332
90109179,Casey,2,0,0,2.041078764,0.036737547,0.069740817
90109179,Dandenong,1,0,0,1.053296117,0.058799456,0.059904713
90109179,MMC- Clayton,6,0,0,6.058830552,-0.00159768,0.033948283
90109536,Casey,3,0,0,3.079089055,0.021663145,0.011764309
90110663,MMC- Clayton,1,0,0,1.060239135,0.039067547,0.074376761
90111201,MMC- Clayton,1,0,0,1.053250128,0.005234582,0.077911191
90111234,Casey,1,0,0,1.044240007,0.093924035,0.031080272
90111258,Casey,1,0,0,1.064164774,0.07858421,0.049731755
90111262,MMC- Clayton,1,0,0,1.00318389,0.052526661,-0.003357459
90111265,Casey,1,0,0,1.062100496,0.005897908,0.050563323
90111526,MMC- Clayton,2,0,0,2.058843491,0.02221032,0.01297613
90112083,Casey,3,0,0,3.077326683,0.072229765,0.076435637
90112361,Dandenong,2,0,0,2.021447054,0.053071737,0.046493726
90112578,Dandenong,3,0,0,3.005483267,0.048989015,0.033770789
90113108,Dandenong,3,0,0,3.014814656,0.006814675,0.034116429
90113108,MMC- Clayton,2,0,0,1.997900408,0.00904975,0.011878474
90113497,MMC- Clayton,14,0,0,14.00699752,0.072697798,0.005702335
90113883,Casey,11,0,0,11.00558067,0.085000946,0.067373422
90115768,Casey,3,0,0,3.034906145,0.051666109,0.033156644
90115768,MMC- Clayton,1,0,0,1.023447691,0.035427401,0.069644639
90115923,Dandenong,5,0,0,5.076704133,0.094193919,0.085377059
90116155,Casey,4,0,0,4.011697336,0.055922,0.021357571
90116155,Dandenong,1,0,0,0.996108366,0.014782096,0.053818986
90116410,MMC- Clayton,1,0,0,1.052160202,0.085579912,0.057891508
90117588,Casey,7,0,0,7.00622115,0.078839106,0.087364678
90117588,Dandenong,3,0,0,3.090325116,0.062395031,0.035079567
90117588,MMC- Clayton,7,0,0,7.021039068,0.039139065,0.007715181
90117635,Casey,5,0,0,5.058309823,0.011094855,0.055823249
90118204,Dandenong,2,0,0,2.041053474,0.090841431,0.027667016
90118416,MMC- Clayton,11,0,0,11.01959789,0.072041874,-0.004346285
90119011,Dandenong,1,0,0,1.068721541,0.08047942,0.050090623
90119011,MMC- Clayton,1,0,0,1.035604588,0.058111409,0.057492584
90119071,Casey,3,0,0,2.997575911,0.02480933,0.070889186
90119285,MMC- Clayton,8,0,0,8.084218431,0.078510145,0.039208413
90119577,MMC- Clayton,43,0,0,43.075378,0.065159362,0.047504016
90119715,Casey,4,0,0,4.005233509,0.041850198,0.047039073
90119742,Casey,4,0,0,4.054993458,0.027814054,0.070169903
90119742,Dandenong,5,0,0,5.081265507,0.053532574,0.03175188
90119823,MMC- Clayton,12,0,0,12.00370512,0.00819958,0.065039373
90119848,MMC- Clayton,1,0,0,1.007652591,0.055060538,0.021987605
90119860,Casey,1,0,0,1.040141115,0.019803769,0.035605888
90119860,MMC- Clayton,2,0,0,2.029925097,0.021776751,0.08105945
90119901,MMC- Clayton,5,0,0,5.004248695,0.019811319,0.063879158
90119988,Dandenong,1,0,0,1.063729172,0.055260096,0.036978286
90119988,MMC- Clayton,4,0,0,4.038293693,0.053823974,0.036310955
90121871,MMC- Clayton,2,0,0,1.999568075,0.038041077,0.034953314
90122677,Casey,2,0,0,2.049838934,0.072779445,0.040240156
90122677,MMC- Clayton,32,0,0,32.04256887,0.001227423,0.02195121
90123231,Casey,7,0,0,7.058532667,0.089979598,0.056646421
90123234,Casey,1,0,0,1.004700804,0.06097871,0.081290559
90123243,Casey,3,0,0,3.00877784,-0.003554059,0.065699672
90123249,MMC- Clayton,8,0,0,8.06783187,0.086078702,0.09250268
90123255,Casey,3,0,0,3.027880368,0.070741642,0.016373191
90123258,Casey,3,0,0,3.085646042,0.057343654,0.02863305
90123261,Casey,3,0,0,3.064885048,0.081659363,0.02129737
90123262,Casey,8,0,0,8.066251874,-0.003923094,0.086676649
90123265,Casey,5,0,0,5.052175576,0.085612642,0.040725214
90123274,Casey,5,0,0,5.040300449,0.046568934,0.078303945
90123274,Dandenong,4,0,0,4.055194607,-0.004108794,0.015538164
90123284,Casey,4,0,0,4.076438398,0.045598516,0.042330251
90123295,Casey,1,0,0,1.086411049,0.04018294,0.0359935
90123296,Casey,3,0,0,3.070256805,0.079281533,0.060398931
90123301,Casey,4,0,0,3.997291122,0.080374126,0.041750223
90123309,MMC- Clayton,3,0,0,3.088493503,0.051238035,0.079864696
90123323,Casey,4,0,0,4.00894087,0.028553574,0.024322025
90123332,Casey,1,0,0,1.015070881,0.052875936,0.094395148
90123339,Dandenong,2,0,0,2.027511702,0.048402665,0.053657282
90123339,MMC- Clayton,16,1,6,16.03808124,1.073630958,1.090151329
90124199,Casey,5,0,0,5.064467183,0.042214836,0.01632204
90124202,Casey,8,0,0,8.0871188,0.012250073,0.091844946
90124202,Dandenong,7,0,0,7.042974587,0.031804134,0.057403619
90124438,Casey,14,0,0,14.07735826,0.046626823,0.0413982
90124438,Dandenong,1,0,0,1.072923491,0.015379639,0.042533215
90124438,MMC- Clayton,21,0,0,21.02284386,0.057408073,0.090865333
90124439,Casey,10,0,0,10.01174788,0.029519803,0.037070594
90124439,Dandenong,4,0,0,4.045510883,-0.003496557,0.084368264
90124440,Casey,26,0,0,26.02452503,0.005684313,0.083091217
90124441,Casey,7,0,0,7.075486081,0.02683413,0.016513887
90124443,Casey,3,0,0,3.07225969,0.070924489,0.081946008
90124445,Casey,6,0,0,6.041614205,0.081898391,0.078055203
90124446,Casey,6,0,0,6.000080437,0.055631581,0.021945854
90124446,Dandenong,1,0,0,1.046473763,0.081927142,0.091895063
90124447,Casey,7,0,0,7.010992458,0.027739444,0.078806937
90124447,Dandenong,5,0,0,5.081487356,0.079973353,0.004067934
90124449,Casey,2,0,0,2.042349472,0.016128128,-0.003848367
90124449,Dandenong,10,0,0,10.01093849,0.024590182,0.051229815
90124459,Dandenong,2,0,0,1.99944276,0.060910392,0.083996503
90124476,MMC- Clayton,8,0,0,7.995854216,0.044023355,0.044426124
90124487,MMC- Clayton,2,0,0,2.077339747,0.084170646,0.060887142
90124491,Casey,5,0,0,5.074541321,0.093392705,0.084836832
90124492,MMC- Clayton,3,0,0,3.032634343,0.093683036,0.05032352
90124499,Dandenong,1,0,0,1.057339922,0.066006768,0.074761027
90124502,Casey,5,0,0,5.058369249,0.080510616,-0.002056204
90124502,MMC- Clayton,2,0,0,2.016301626,0.018818046,0.013862033
90124505,MMC- Clayton,8,0,0,8.086035506,0.060029204,0.01053833
90124508,Casey,11,0,0,11.08662054,0.016091773,0.048865521
90124515,Dandenong,1,0,0,1.05830284,0.079300182,0.072886608
90124517,Dandenong,4,0,0,4.036133949,0.085061415,0.05788525
90124517,MMC- Clayton,3,0,0,3.084696551,0.006106338,0.08151067
90124523,MMC- Clayton,2,0,0,2.01973341,0.084466392,0.080184217
