Treating.Clinician,Hospital,total,target,percentage,jitter_total,jitter_target,jitter_percentage
90124523,MMC- Clayton,2,0,0,2.000965171,0.047223639,0.067110592
90124524,MMC- Clayton,11,0,0,11.00663005,0.018412747,0.024609758
90124526,MMC- Clayton,19,0,0,19.00036606,0.062481601,0.082524174
90124539,Casey,1,0,0,1.00059351,0.04704594,0.018167473
90124543,Casey,2,0,0,2.006922923,-0.003812414,0.000209233
90124543,MMC- Clayton,3,0,0,3.006591585,0.003554997,0.093635312
90124546,MMC- Clayton,2,0,0,2.008786096,0.063980941,0.064670102
90124552,Casey,2,0,0,2.008439912,0.005056762,0.045345225
90124561,Dandenong,6,0,0,6.002277499,0.068079806,0.072367973
90124561,MMC- Clayton,9,0,0,9.007661168,0.031980068,0.036433048
90124563,MMC- Clayton,1,0,0,1.000653085,0.037164556,0.05723524
90124565,Dandenong,2,0,0,2.002636404,0.044582838,0.041815244
90124570,Casey,2,0,0,2.009252188,0.069862716,0.063323504
90124570,Dandenong,1,0,0,1.005115371,-0.00232901,0.070438245
90124574,Casey,7,0,0,7.00291103,0.024334922,0.043367409
90124585,MMC- Clayton,3,0,0,3.002288332,-0.002052388,-0.003246186
90124609,MMC- Clayton,24,0,0,24.00620578,0.040308387,0.036049183
90124612,Casey,5,0,0,5.002671789,0.033424939,0.056607714
90124621,MMC- Clayton,24,0,0,24.00588492,0.037670094,0.086079873
90124633,MMC- Clayton,2,0,0,2.002631799,0.053581012,0.073852177
90124637,MMC- Clayton,6,0,0,6.006579379,0.038544705,0.028523428
90124642,Casey,11,0,0,11.00344863,0.003447382,0.064969583
90124682,MMC- Clayton,5,0,0,5.008621258,0.039461466,0.015511728
90124698,MMC- Clayton,14,1,7,14.00273439,1.004104759,7.086672267
90124936,Casey,5,0,0,5.004056996,0.024583077,0.073945165
90124939,Casey,1,0,0,1.004219128,0.027734394,0.015003265
90127293,MMC- Clayton,5,0,0,5.006598429,0.08918079,0.073607927
90127515,MMC- Clayton,4,0,0,4.006137361,0.059209286,0.037067822
90132167,Casey,29,0,0,29.00341921,0.049357026,0.069409417
90135325,Casey,12,1,8,12.00705827,1.086053056,8.07679407
90136838,MMC- Clayton,17,0,0,17.00080253,0.047105269,0.073683088
90136845,MMC- Clayton,1,0,0,1.008784264,0.049623643,0.029011552
90136849,MMC- Clayton,4,0,0,4.008976225,0.036706926,0.050596771
90136850,MMC- Clayton,16,0,0,16.00060754,0.006311686,0.065654896
90137181,Casey,1,0,0,1.008114117,0.002957645,0.057416079
90137813,Casey,19,0,0,19.00814416,0.071608026,0.038061024
90137813,MMC- Clayton,1,0,0,1.005552383,0.048803778,0.087679837
90138704,MMC- Clayton,9,0,0,9.002700131,0.026436068,0.012701173
90138705,MMC- Clayton,9,1,11,9.003493396,1.068212857,11.08447517
90139416,Dandenong,1,0,0,1.001027779,0.038144435,0.00899501
90140200,Casey,3,0,0,3.008761744,0.017737287,0.060228547
90140978,Dandenong,1,0,0,1.002016457,0.047446373,0.063707173
90141465,Casey,3,1,33,3.007601987,1.084144842,33.01709743
90141884,MMC- Clayton,4,0,0,4.002618592,0.009609721,0.007689451
90142519,MMC- Clayton,22,0,0,22.00160166,0.060319312,0.023572455
90142803,Casey,2,0,0,2.002943323,0.08167082,0.024031419
90142812,Casey,3,0,0,3.006047109,0.054952686,-0.004252438
90142824,MMC- Clayton,8,0,0,8.00247618,0.069961817,0.086958445
90142827,Casey,6,0,0,6.00039171,0.094244086,0.088317174
90142841,Casey,7,1,14,7.003216015,1.083837342,14.06803188
90142841,MMC- Clayton,1,0,0,1.000508032,0.006597163,0.07655632
90142861,Casey,1,0,0,1.007521361,0.008058167,0.011208955
90142863,Casey,1,0,0,1.002624563,0.074154943,0.032861118
90142876,Casey,1,0,0,1.00375518,0.031836379,-0.0027616
90142879,Casey,1,0,0,1.006144622,0.01784593,0.079859532
90144220,Casey,4,0,0,4.005002815,0.06463607,0.035875297
90144405,MMC- Clayton,39,0,0,39.00206481,0.051589289,0.066573548
90144435,MMC- Clayton,1,0,0,1.006557364,0.032859322,0.021844466
90144443,MMC- Clayton,20,1,5,20.0086873,1.056256086,5.049100895
90144606,Casey,1,0,0,1.001940571,0.054851393,0.049953065
90144607,MMC- Clayton,3,0,0,3.003069654,0.080300407,0.017472279
90144627,Dandenong,5,0,0,5.000313216,0.083588685,0.030487991
90144629,Casey,28,0,0,28.00712773,0.083367392,0.025693394
90144646,Casey,8,0,0,8.000357866,-0.003501775,0.094845774
90144736,MMC- Clayton,13,0,0,13.00354049,0.071187371,0.066348792
90144754,Dandenong,1,0,0,1.006204835,0.07740635,0.004148336
90144787,MMC- Clayton,5,0,0,5.002000001,0.09157892,0.061373187
90144872,Casey,30,0,0,30.00786544,0.026079714,0.080381961
90144878,MMC- Clayton,5,0,0,5.006196545,0.066050323,0.024893933
90144901,MMC- Clayton,13,0,0,13.00516408,0.057981646,-0.001561337
90144911,MMC- Clayton,5,1,20,5.00968926,1.050802169,20.06625863
90144933,Casey,7,0,0,7.001346435,0.083893056,0.022511324
90144951,Casey,7,1,14,7.001406264,1.036266503,14.02409996
90145024,MMC- Clayton,2,0,0,2.008546956,0.046473322,-0.004166809
90145085,MMC- Clayton,12,0,0,12.00131663,0.054907529,0.017411062
90145086,MMC- Clayton,30,0,0,30.00840264,0.074091448,0.016130574
90145198,Dandenong,1,0,0,1.001136757,0.058258273,-0.001895831
90145218,MMC- Clayton,6,0,0,6.005801649,0.054168276,0.066496606
90145257,MMC- Clayton,6,0,0,6.006306647,0.033575904,0.020976974
90145261,MMC- Clayton,1,0,0,1.003154176,0.075984806,0.080574539
90145292,Casey,1,0,0,1.005650794,0.002058936,0.069867432
90145292,MMC- Clayton,6,0,0,6.002943386,0.091906888,0.074286617
90145296,MMC- Clayton,1,0,0,1.007731992,0.091540389,0.037236076
90145323,Casey,2,0,0,2.009034771,0.024158606,0.060660318
90145385,Casey,5,0,0,5.00044134,0.065370211,0.091541836
90145390,MMC- Clayton,16,0,0,16.00623606,0.006266952,0.062917926
90145408,Casey,3,0,0,3.008080413,0.007522255,0.088196579
90145408,MMC- Clayton,10,0,0,10.00719082,0.04160649,0.03202261
90145457,Dandenong,1,0,0,1.007550487,0.080049526,0.059539536
90145469,Dandenong,5,1,20,5.006593126,1.040538749,20.00932875
90145507,Casey,1,0,0,1.008106298,0.012168888,0.062237976
90145525,Casey,5,0,0,5.007165849,0.04977811,0.085825265
90145549,MMC- Clayton,4,0,0,4.006271399,0.080358404,0.093560985
90145738,MMC- Clayton,12,0,0,12.00416872,0.039259575,0.089171936
90145741,Casey,5,0,0,5.005646118,0.066887242,0.018178668
90145754,MMC- Clayton,6,0,0,6.002185942,0.060021569,0.052873743
90145901,Casey,31,0,0,31.00460195,0.055612505,0.07949869
90145901,MMC- Clayton,37,0,0,37.00927653,0.094652731,0.089562651
90146246,Casey,2,0,0,2.009170949,0.003219312,0.028362768
90146286,Dandenong,1,0,0,1.002495948,0.053609323,0.077090627
90146286,MMC- Clayton,18,0,0,18.00448178,0.026538075,-0.004837205
90148355,Casey,5,0,0,5.009842677,0.01072473,0.019884423
90148355,MMC- Clayton,2,0,0,2.006065307,0.031971175,0.079036891
90148374,Dandenong,1,0,0,1.000809424,0.08057986,0.086390194
90148809,MMC- Clayton,1,0,0,1.003391659,0.015475403,0.068965396
90149605,MMC- Clayton,9,0,0,9.005972153,0.060259984,0.043945063
90150180,MMC- Clayton,4,0,0,4.007332531,0.067598813,0.007186489
90152266,Casey,2,0,0,2.003697474,0.062287469,0.060062008
90152983,Casey,1,0,0,1.001451648,0.077443533,0.039267721
90153189,MMC- Clayton,1,0,0,1.001870339,0.013002005,0.062130331
90153195,MMC- Clayton,1,0,0,1.005421267,0.017736351,0.078294315
90153760,Casey,6,0,0,6.006931098,0.037172937,0.004404307
90154175,Casey,6,0,0,6.00821593,0.092396616,0.018227332
90154175,MMC- Clayton,13,0,0,13.00128917,0.072281244,0.019433642
90154371,Dandenong,5,1,20,5.005011491,1.026188312,20.08436143
90154449,Casey,2,0,0,2.008434674,0.078672184,0.086141311
90155188,MMC- Clayton,12,0,0,12.00005688,0.044085473,0.005571084
90155200,MMC- Clayton,20,0,0,20.00082502,0.00652433,0.053448521
90156769,Dandenong,1,0,0,1.002186097,0.076065952,0.028156133
90157612,MMC- Clayton,19,0,0,19.00008458,0.0336897,0.032852532
90159236,MMC- Clayton,4,0,0,4.002438633,0.061280343,0.093958345
90160332,MMC- Clayton,2,0,0,2.000672055,0.045421441,0.028225089
90160353,Casey,2,0,0,2.007160706,0.070411508,0.076585
90160501,MMC- Clayton,4,0,0,4.002271311,-0.001565808,0.007099425
90160513,MMC- Clayton,1,0,0,1.008051345,0.051589385,0.089502175
90160621,MMC- Clayton,1,0,0,1.008498853,0.015935886,0.031022287
90160622,Casey,1,0,0,1.001191727,0.006330716,0.009359977
90160636,MMC- Clayton,2,0,0,2.007052916,0.073473085,-0.001321744
90160647,Dandenong,1,0,0,1.008687398,0.085387595,0.030976461
90160650,Dandenong,3,0,0,3.009509606,0.009707335,0.047562217
90160655,Casey,1,0,0,1.006186682,0.036453171,0.084716561
90160699,MMC- Clayton,3,0,0,3.008935141,0.061131731,0.073138847
90160968,Dandenong,1,0,0,1.008197215,0.020071837,0.088096896
90161039,MMC- Clayton,21,0,0,21.0006869,0.060499853,0.022833326
90161091,MMC- Clayton,17,0,0,17.00987801,0.079204961,0.020252139
90161096,Casey,4,0,0,4.006689518,0.067076611,0.084204508
90161173,Casey,2,0,0,2.003827551,0.038431626,0.039684429
90161185,MMC- Clayton,1,0,0,1.007712416,0.069928713,0.010902868
90161376,MMC- Clayton,1,0,0,1.007513744,0.027340799,0.093400109
90161873,MMC- Clayton,19,0,0,19.00248626,0.004395778,0.070405979
90161944,Casey,4,0,0,4.001113455,0.050399023,0.077401238
90162065,Casey,17,2,11,17.00241754,2.080492175,11.06805143
90162077,MMC- Clayton,11,1,9,11.00963982,1.035270997,9.021056919
90162078,MMC- Clayton,13,0,0,13.00427625,0.010511182,0.045150993
90162079,MMC- Clayton,31,0,0,31.00353972,0.018380099,0.041315202
90162080,MMC- Clayton,5,0,0,5.007109299,0.015442371,0.014892506
90162081,MMC- Clayton,41,0,0,41.0013568,0.019376975,0.007231195
90162082,Casey,8,0,0,8.003921997,0.010370959,0.094788485
90162082,MMC- Clayton,9,0,0,9.007193298,0.016430058,0.041103228
90162251,MMC- Clayton,33,0,0,33.00014399,0.022514748,7.59289E-05
90162252,MMC- Clayton,27,0,0,27.00765962,0.002425902,0.049369845
90162330,MMC- Clayton,14,0,0,14.00064641,0.062164995,0.086852493
90162599,MMC- Clayton,37,0,0,37.00894967,0.057572167,0.017875195
90162759,MMC- Clayton,20,0,0,20.00179761,0.082789421,0.028565251
90162770,Casey,7,0,0,7.004968957,0.028260557,-0.000576191
90162772,Dandenong,1,0,0,1.007882424,0.031847624,0.066014034
90162832,Casey,1,0,0,1.000981505,0.065373417,0.073865555
90162880,Casey,4,0,0,4.006429279,0.044967839,0.043517047
90162896,MMC- Clayton,13,1,7,13.00792171,1.000432768,7.029179853
90162925,Casey,17,0,0,17.00952996,0.042213277,0.002570862
90162953,Casey,2,0,0,2.005904426,0.087415702,0.006880543
90163243,Casey,4,0,0,4.00435095,0.062048457,0.064276901
90164074,Casey,1,0,0,1.008151853,0.090410966,0.018937794
90164142,Dandenong,2,0,0,2.006022439,0.055447519,0.055188776
90164194,Casey,1,0,0,1.006517332,0.041334428,0.030570767
90164305,Casey,8,0,0,8.00124959,0.0122189,0.039308614
90165262,MMC- Clayton,16,0,0,16.00005277,0.050768966,0.030983067
90165844,Dandenong,2,0,0,2.002631741,0.046874888,0.009735778
90166103,MMC- Clayton,7,1,14,7.007369505,1.016671313,14.0570151
90166170,MMC- Clayton,13,0,0,13.00096891,0.079926903,0.019526605
90166333,MMC- Clayton,2,0,0,2.002263419,0.058965085,0.091274681
90166347,MMC- Clayton,2,0,0,2.00105017,0.005878394,0.067578194
