Treating.Clinician,Hospital,total,target,percentage,jitter_total,jitter_target,jitter_percentage
90104880,Dandenong,3,3,100,3.053090391,3.076437245,100.0528939
90104983,MMC- Clayton,2,0,0,2.068171731,-0.00496193,0.006847166
90105952,Casey,3,0,0,3.030235393,-0.000183585,0.006360994
90107017,Dandenong,3,0,0,3.018083371,0.016987454,0.017854323
90107514,MMC- Clayton,18,0,0,18.06430206,-0.002391966,-0.000293767
90107765,Dandenong,7,0,0,7.068560288,0.069189514,0.032398753
90108333,MMC- Clayton,1,0,0,1.082036277,0.034056442,0.033146548
90109083,Dandenong,2,0,0,2.049498637,0.062044674,-0.001791685
90109179,Casey,2,0,0,2.045856527,0.022314198,0.000512888
90109179,Dandenong,1,0,0,1.073320718,0.060903573,0.033871016
90109179,MMC- Clayton,6,3,50,6.075717119,3.024607552,50.01624621
90109536,Casey,3,0,0,3.071750694,0.079504449,0.084838789
90110663,MMC- Clayton,1,0,0,1.04578902,0.020572677,0.085499966
90111201,MMC- Clayton,1,0,0,1.015481569,-0.001728585,0.063733323
90111234,Casey,1,0,0,1.077232425,0.025638315,0.040493373
90111258,Casey,1,0,0,1.040852811,0.057896376,0.047770111
90111262,MMC- Clayton,1,0,0,1.060220822,0.006813069,0.067722922
90111265,Casey,1,0,0,1.066003918,0.08280083,0.073409029
90111526,MMC- Clayton,2,0,0,2.055810374,0.014169829,0.015732466
90112083,Casey,3,0,0,3.028278905,0.01845329,0.094921864
90112361,Dandenong,2,0,0,2.020280917,0.091806086,0.077008853
90112578,Dandenong,3,0,0,3.057846659,0.091866186,0.05109274
90113108,Dandenong,3,0,0,3.004149509,0.025515868,0.090846262
90113108,MMC- Clayton,2,0,0,2.062330707,0.005483416,0.087972847
90113497,MMC- Clayton,14,3,21,14.03060433,3.065069869,21.06599079
90113883,Casey,11,0,0,11.04046853,0.060496823,0.086053263
90115768,Casey,3,0,0,3.054567019,0.04134616,0.0097052
90115768,MMC- Clayton,1,0,0,1.092923631,0.089190819,0.022533625
90115923,Dandenong,5,0,0,5.089843269,0.085740218,0.074010822
90116155,Casey,4,0,0,4.075951013,0.005072856,0.02229373
90116155,Dandenong,1,0,0,1.006589677,0.021600311,0.092716338
90116410,MMC- Clayton,1,0,0,1.070367912,0.0424356,0.048468339
90117588,Casey,7,3,42,7.025918815,3.058631449,42.04324405
90117588,Dandenong,3,0,0,3.036092022,0.089547023,0.085243633
90117588,MMC- Clayton,7,3,42,7.084455107,3.020414967,42.04233582
90117635,Casey,5,0,0,5.091153135,0.087487347,0.046239634
90118204,Dandenong,2,0,0,2.007418386,0.06778275,0.043770063
90118416,MMC- Clayton,11,3,27,11.04528208,3.089185523,27.0607295
90119011,Dandenong,1,0,0,1.08286053,0.086329296,0.036893106
90119011,MMC- Clayton,1,0,0,1.008072551,-0.001034049,0.073529394
90119071,Casey,3,0,0,3.03243527,0.046952135,0.081561598
90119285,MMC- Clayton,8,3,37,8.037344746,2.999955042,37.06816483
90119577,MMC- Clayton,43,6,13,43.07329952,6.070938628,13.01383243
90119715,Casey,4,0,0,4.011519033,0.039200817,0.028892829
90119742,Casey,4,0,0,4.000497727,0.075054837,-0.00143099
90119742,Dandenong,5,0,0,5.006277584,0.044145053,0.075338368
90119823,MMC- Clayton,12,3,25,12.0856943,3.06702252,25.00179209
90119848,MMC- Clayton,1,0,0,1.022786276,0.075736992,0.044505206
90119860,Casey,1,0,0,1.077225966,0.04605668,0.019304314
90119860,MMC- Clayton,2,0,0,2.088837412,0.02340311,0.035019481
90119901,MMC- Clayton,5,0,0,5.063198693,0.086447229,0.071231623
90119988,Dandenong,1,0,0,0.997428255,0.040600313,0.064436571
90119988,MMC- Clayton,4,0,0,4.026908244,0.053596434,0.081913369
