Treating.Clinician,Hospital,total,target,percentage,jitter_total,jitter_target,jitter_percentage
90113108,Dandenong,3,0,0,3.009206065,0.006213455,0.007096885
90113108,MMC- Clayton,2,0,0,2.002253213,0.007058888,0.009068598
90113497,MMC- Clayton,14,0,0,14.00737137,0.00835543,0.004267559
90113883,Casey,11,0,0,11.00495673,0.00039909,0.007874249
90115768,Casey,3,0,0,3.000237133,0.003553664,0.005151322
90115768,MMC- Clayton,1,0,0,1.003807325,0.006515498,0.006849092
90115923,Dandenong,5,0,0,5.009414495,0.000843242,0.003548328
90116155,Casey,4,0,0,4.000875962,0.00316506,0.003673981
90116155,Dandenong,1,0,0,1.001729951,0.009403744,0.005058297
90116410,MMC- Clayton,1,0,0,1.000211881,0.007583753,0.008642804
90117588,Casey,7,0,0,7.002728598,0.003050138,0.005519054
90117588,Dandenong,3,0,0,3.001981242,0.007419829,0.002350732
90117588,MMC- Clayton,7,0,0,7.008675167,0.007363988,0.001539174
90117635,Casey,5,0,0,4.999595582,0.002380459,0.008259793
90118204,Dandenong,2,0,0,2.007956175,0.002373629,0.008313796
90118416,MMC- Clayton,11,0,0,10.99986167,0.002706151,0.001778406
90119011,Dandenong,1,0,0,1.003581076,0.001510831,0.001112512
90119011,MMC- Clayton,1,0,0,1.007987996,0.0060623,0.008659295
90119071,Casey,3,0,0,3.003198422,8.95248E-05,0.001448955
90119285,MMC- Clayton,8,0,0,8.009265002,0.006792986,0.001135841
90119577,MMC- Clayton,43,0,0,43.00424693,0.00866724,0.001130217
90119715,Casey,4,0,0,4.007813014,0.000453747,0.005119992
90119742,Casey,4,1,25,4.006531864,1.000368721,25.00804015
90119742,Dandenong,5,0,0,5.009396391,0.00500622,0.00828654
90119823,MMC- Clayton,12,0,0,12.00456534,0.000538845,0.003190965
90119848,MMC- Clayton,1,0,0,1.003961805,0.000698671,0.006316543
90119860,Casey,1,0,0,1.001324258,0.007339089,0.008275756
90119860,MMC- Clayton,2,0,0,2.005383516,0.001315807,0.00189505
90119901,MMC- Clayton,5,0,0,5.001766911,0.004604294,0.000467691
90119988,Dandenong,1,0,0,1.005140717,0.007497262,0.004456001
90119988,MMC- Clayton,4,0,0,4.000410965,0.002462068,0.000501949
90121871,MMC- Clayton,2,0,0,1.99963171,0.002802171,0.006966496
90122677,Casey,2,0,0,2.001876757,0.001317393,0.008931534
90122677,MMC- Clayton,32,2,6,32.00011661,2.002599841,6.001186358
90123231,Casey,7,0,0,7.006007985,0.008206688,0.000397064
90123234,Casey,1,0,0,1.008251371,0.004863656,0.006730413
90123243,Casey,3,0,0,3.007373324,0.008833166,0.008567952
90123249,MMC- Clayton,8,0,0,8.004978174,0.002216482,0.009259505
90123255,Casey,3,0,0,3.008614433,0.004540286,0.007488915
90123258,Casey,3,0,0,3.00213016,0.007804003,0.009411034
90123261,Casey,3,0,0,3.007195908,0.000922261,0.004915023
90123262,Casey,8,0,0,8.009110937,0.00427196,0.007016751
90123265,Casey,5,0,0,5.004411433,0.001562441,0.002172494
90123274,Casey,5,0,0,5.003125199,0.003185272,0.000829657
90123274,Dandenong,4,0,0,4.001422151,-8.01245E-05,0.000322378
90123284,Casey,4,0,0,4.003934761,0.00604513,0.007957255
90123295,Casey,1,0,0,1.008301885,0.008363248,0.008397719
90123296,Casey,3,0,0,3.002650798,0.009315686,0.006837815
90123301,Casey,4,0,0,4.00670233,0.001035341,0.007891486
90123309,MMC- Clayton,3,0,0,3.000799467,0.005285874,0.004964758
90123323,Casey,4,0,0,4.000749386,0.002711844,0.007134746
90123332,Casey,1,0,0,1.005775688,0.005889097,-0.000429143
90123339,Dandenong,2,0,0,2.008798318,0.008584523,0.003254557
90123339,MMC- Clayton,16,0,0,16.00187614,0.007033701,0.004591486
90124199,Casey,5,1,20,5.003793023,1.001266256,20.00737807
90124202,Casey,8,0,0,8.007951776,0.004451857,0.00560105
90124202,Dandenong,7,0,0,7.006348567,0.00118867,0.007971139
90124438,Casey,14,0,0,14.00713378,0.009032167,0.004429637
90124438,Dandenong,1,0,0,1.009297454,0.005984713,0.000765561
90124438,MMC- Clayton,21,0,0,21.00305572,0.005927624,0.007592922
