Treating.Clinician,Hospital,total,target,percentage,jitter_total,jitter_target,jitter_percentage
90085012,Dandenong,1,0,0,1.007095786,0.045477549,0.068016319
90085043,MMC- Clayton,3,0,0,2.999902786,0.015998113,0.032793322
90085693,Casey,1,0,0,1.002893424,0.049913812,0.05762023
90085715,Casey,5,1,20,5.000598546,1.012445679,20.07572539
90085898,MMC- Clayton,11,1,9,11.00851369,1.027350922,8.997839425
90086088,MMC- Clayton,4,0,0,4.000491339,0.03692429,0.0652488
90086136,Casey,24,2,8,24.00030983,2.039544281,8.083306153
90086232,MMC- Clayton,3,0,0,3.000418131,0.059431593,0.050173804
90086511,Casey,14,0,0,14.00325382,0.073647525,0.06734012
90088199,Casey,7,1,14,7.00688393,1.003666479,14.03439297
90088199,Dandenong,4,0,0,4.004606869,0.019374665,0.07520247
90089123,Casey,10,0,0,10.00421955,0.093406265,0.050974998
90089947,Casey,8,1,12,8.003505734,1.046549197,11.99981325
90089975,Casey,7,0,0,7.003032149,0.067516191,0.077997292
90090296,Dandenong,5,0,0,5.006905139,-0.000667913,0.043791966
90090681,Casey,8,0,0,8.006015443,0.05321813,0.039864115
90091034,MMC- Clayton,2,1,50,2.009453229,1.035920369,50.00027672
90093120,MMC- Clayton,7,0,0,7.006381309,0.083434751,0.035536865
90093190,Casey,1,0,0,1.002819421,0.033801925,0.03656864
90093190,MMC- Clayton,2,1,50,2.007477243,1.054344553,50.01963362
90093516,MMC- Clayton,6,0,0,6.000462817,0.036629651,0.063669365
90094007,Casey,3,0,0,3.007131706,0.017992189,0.074525234
90094126,MMC- Clayton,8,1,12,8.001676168,1.066544064,12.00432831
90094427,MMC- Clayton,15,0,0,15.0027384,0.033465163,0.035303995
90094829,Casey,2,0,0,2.001106993,0.077313936,0.091895589
90095252,Casey,5,1,20,5.00207566,1.03393955,20.0051511
90096616,MMC- Clayton,8,0,0,8.008913797,0.013474459,0.003300763
90096638,MMC- Clayton,1,0,0,1.009301905,0.039138614,0.058270906
