Treating.Clinician,total,Hospital,target,percentage,jitter_total,jitter_percentage
90110166,1,Dandenong,0,0,0.995402974,0.004876865
90111258,8,Dandenong,0,0,8.004814156,0.003397982
90112361,2,Dandenong,1,50,2.001925818,50.00218009
90112515,3,Dandenong,0,0,3.00168282,0.004178136
90112578,3,Dandenong,0,0,2.999103892,0.001504982
90113108,6,Dandenong,1,16,6.002020598,16.00007223
90115923,12,Dandenong,0,0,11.99757013,-0.001339106
90116155,5,Dandenong,0,0,5.004545008,0.004526494
90117588,17,Dandenong,0,0,16.99550358,0.000784314
90117635,3,Dandenong,0,0,2.99914975,-0.004140834
90118204,6,Dandenong,0,0,6.000373394,-0.002452035
90119011,1,Dandenong,0,0,1.001284289,-0.004780724
90119742,6,Dandenong,1,16,5.998292652,16.00092167
90119988,5,Dandenong,0,0,4.998837897,-0.001901477
90123243,2,Dandenong,0,0,1.996943318,-0.002394609
90123255,7,Dandenong,0,0,6.996592687,0.002581087
90123274,8,Dandenong,0,0,7.996937065,-0.002387394
90123336,2,Dandenong,0,0,1.995978472,-0.003525595
90123339,2,Dandenong,0,0,1.996190288,-0.002361271
90124202,10,Dandenong,0,0,10.00028666,-0.00265262
90124437,3,Dandenong,0,0,3.003768547,0.001136495
90124438,3,Dandenong,0,0,2.998209532,0.00037936
90124439,6,Dandenong,0,0,5.999360638,0.001542035
90124445,1,Dandenong,0,0,1.002195103,0.002236682
90124446,8,Dandenong,0,0,8.003172081,0.003146925
90124447,10,Dandenong,0,0,9.997010181,0.00102048
90124449,12,Dandenong,0,0,12.00218274,-0.002480781
90124457,2,Dandenong,0,0,1.997174949,0.003312905
90124459,2,Dandenong,0,0,2.004621141,-0.003355226
90124499,1,Dandenong,0,0,1.003450362,0.003335857
90124515,4,Dandenong,0,0,3.997774513,0.003370832
90124517,9,Dandenong,0,0,8.995958672,-0.004269125
90124561,6,Dandenong,0,0,5.997067446,-0.001248423
90124565,2,Dandenong,1,50,1.996390606,50.00370563
90124570,2,Dandenong,0,0,1.998399695,0.003122188
90138148,3,Dandenong,0,0,2.997539235,0.002474666
90139416,1,Dandenong,0,0,1.004891377,-0.002267541
90140978,8,Dandenong,0,0,8.002353294,0.001118136
90141583,1,Dandenong,0,0,1.001752123,0.001027432
90142799,1,Dandenong,0,0,0.996125697,0.002431116
90142824,1,Dandenong,0,0,1.004307262,0.004204357
90142847,2,Dandenong,0,0,1.996997679,0.004306303
90142849,1,Dandenong,0,0,0.998813783,-0.003481164
90142983,2,Dandenong,0,0,1.998394627,0.00364939
90144566,7,Dandenong,1,14,7.004013162,13.99663208
90144627,5,Dandenong,0,0,4.995762468,0.001394923
90144754,1,Dandenong,0,0,1.002723431,-0.001030964
90144839,5,Dandenong,0,0,4.999325286,-0.003986949
90145198,1,Dandenong,0,0,1.001079771,0.003415509
90145323,5,Dandenong,0,0,4.996959087,-0.004803762
90145457,1,Dandenong,0,0,0.998624418,0.0018469
90145469,5,Dandenong,0,0,5.001472563,-0.00121208
90145927,10,Dandenong,1,10,10.00447394,9.99819405
90146286,2,Dandenong,0,0,2.004295473,-0.000129874
90148374,1,Dandenong,0,0,0.995875613,-0.003470134
90153189,5,Dandenong,0,0,5.004866356,0.002728688
90153466,1,Dandenong,0,0,0.998275032,0.001683058
90154371,5,Dandenong,0,0,5.003294853,0.002794564
90156769,6,Dandenong,0,0,6.002039785,4.02764E-05
90157916,1,Dandenong,0,0,1.003173511,0.004326953
90159883,7,Dandenong,0,0,7.003056822,-0.002655122
90160514,1,Dandenong,0,0,0.99761468,-0.001808922
90160647,1,Dandenong,0,0,0.997319374,-0.002152428
90160650,3,Dandenong,0,0,3.00188931,0.000222869
90160701,1,Dandenong,0,0,0.997232254,-0.001320542
90160968,1,Dandenong,0,0,1.003062988,0.002083227
90161059,2,Dandenong,0,0,1.997743353,-0.004028997
90161089,2,Dandenong,0,0,2.000538548,0.00423417
90162229,1,Dandenong,0,0,1.00263555,0.00425799
90162772,2,Dandenong,0,0,1.996816943,-0.004593801
90164142,2,Dandenong,0,0,2.0019995,-0.001006767
90165844,2,Dandenong,0,0,1.997075717,0.000205071
90000541,4,Casey,0,0,3.998181144,-0.000553061
90000926,4,Casey,0,0,3.998124913,-0.001226179
90000999,5,Casey,0,0,5.000543301,0.003156976
90001660,2,Casey,0,0,1.996802649,0.004415695
90002354,2,Casey,0,0,1.997238141,0.004659728
90002776,7,Casey,0,0,6.998294727,0.003056449
90003149,14,Casey,0,0,13.99906818,0.004206342
90003195,2,Casey,1,50,2.003457676,50.00165324
90003244,4,Casey,0,0,4.004155909,-0.002085875
90003259,1,Casey,0,0,0.99610855,-0.001793642
90003309,1,Casey,0,0,1.004810578,0.002482553
90004066,3,Casey,0,0,3.002319789,-0.003470508
90004155,1,Casey,0,0,0.999732886,-0.001542524
90004171,3,Casey,0,0,3.000063548,-0.00142413
90004178,1,Casey,0,0,1.0015877,0.002622559
90004416,2,Casey,1,50,1.996456099,50.00296387
90004543,1,Casey,0,0,1.003401367,0.002676597
90004705,1,Casey,0,0,0.998115577,-0.00058428
90004845,3,Casey,0,0,2.997664292,0.004343579
90004891,1,Casey,0,0,1.001892049,0.002622221
90004893,6,Casey,0,0,5.998159419,-0.002386636
90005028,2,Casey,0,0,1.999379153,0.002070737
90005109,5,Casey,0,0,5.000285382,-0.002015062
90005110,1,Casey,0,0,0.999547633,-0.002037358
90005147,1,Casey,0,0,0.997220226,-0.001469435
90005353,2,Casey,0,0,2.00061887,-0.003291894
90005369,7,Casey,0,0,6.997234789,-0.000657298
90006510,3,Casey,1,33,2.999970632,33.00122208
90007275,19,Casey,1,5,18.99766046,4.996766135
90007425,4,Casey,0,0,4.00297925,-0.003284078
90007788,1,Casey,0,0,1.002412559,-0.000630233
90008018,12,Casey,0,0,11.99899694,-0.003262943
90008486,7,Casey,0,0,6.996344316,0.000203853
90009507,5,Casey,0,0,4.996684348,0.003650325
90011578,27,Casey,0,0,27.00414262,-0.003205381
90013900,28,Casey,0,0,28.00328738,-0.000470755
90014011,1,Casey,0,0,1.001775553,6.01928E-05
90014727,4,Casey,0,0,3.998073312,-0.003265072
90015608,3,Casey,0,0,2.996696135,-0.004218143
90017672,7,Casey,0,0,7.00294463,-0.001054521
90018068,23,Casey,1,4,23.00479801,4.00105979
90018083,6,Casey,0,0,5.996127139,0.000157445
90018863,18,Casey,1,5,18.00268153,4.997995787
90022106,1,Casey,0,0,0.995559981,0.004823625
90022335,3,Casey,0,0,2.998858132,0.004665534
90024223,19,Casey,1,5,18.99697659,4.996679502
90024716,6,Casey,1,16,6.001216276,16.00483975
90027194,1,Casey,0,0,0.998261146,-0.000290818
90028087,6,Casey,0,0,6.00315037,-0.003722691
90029255,1,Casey,0,0,0.999274932,0.001962272
90031199,4,Casey,0,0,4.000757199,-0.00127775
90032676,16,Casey,1,6,16.00361566,6.001020443
90033661,3,Casey,1,33,3.001739394,33.00198216
90033803,1,Casey,0,0,1.002682838,0.002876815
90034785,25,Casey,0,0,25.00438176,0.003405582
90034958,1,Casey,0,0,1.003036824,0.004389189
90035140,3,Casey,0,0,2.999064639,0.002674611
90038386,8,Casey,0,0,8.002456028,-0.000356408
90039000,9,Casey,0,0,8.997951852,0.00432748
90039551,12,Casey,0,0,11.99538945,-0.003357859
90039776,3,Casey,0,0,3.003078363,-0.00037617
90040881,7,Casey,0,0,7.000311158,-0.003084325
90041374,4,Casey,0,0,4.001085274,0.00341124
90043059,3,Casey,0,0,2.999565088,-0.001833638
90043212,3,Casey,0,0,3.000667771,-0.000555359
90043378,5,Casey,0,0,5.002348948,-0.002118021
90043759,17,Casey,1,5,16.99892323,5.003392124
90044135,53,Casey,3,5,52.99550056,5.00366119
90044868,13,Casey,0,0,13.00472643,0.000318718
90045178,1,Casey,0,0,1.001673272,0.000885702
90045480,5,Casey,0,0,4.995810171,-0.002352986
90046308,30,Casey,1,3,29.99600221,3.002080705
90046416,25,Casey,0,0,25.00106547,0.004739163
90047604,2,Casey,0,0,1.996113754,-0.000331563
90048709,17,Casey,0,0,16.99772857,0.000740853
90052237,1,Casey,0,0,1.004594386,0.004634471
90052753,4,Casey,0,0,4.004702708,0.003567989
90053104,16,Casey,1,6,16.00372332,5.999339694
90053409,30,Casey,1,3,29.99704642,2.995643594
90053418,2,Casey,0,0,2.002314978,-0.003499796
90053715,20,Casey,1,5,19.99767494,5.002275534
90054690,17,Casey,0,0,16.99737482,0.00409877
90055388,4,Casey,0,0,3.997367155,0.000993149
90056621,14,Casey,0,0,13.99993084,0.000327791
90056792,15,Casey,0,0,14.99979867,-0.001303808
90057340,1,Casey,0,0,1.00152053,0.004330163
90057415,5,Casey,0,0,5.001379651,0.002408445
90059584,5,Casey,0,0,5.001717681,-0.00215848
90060746,11,Casey,0,0,11.0019563,-0.001228998
90060945,1,Casey,0,0,1.002025589,0.004195572
90061220,7,Casey,0,0,6.997061732,0.001692593
90063200,20,Casey,0,0,20.00130684,-0.002053156
90064512,19,Casey,1,5,18.99676054,4.996288734
90068451,1,Casey,0,0,0.99647098,0.001342345
90069969,14,Casey,0,0,14.00023052,-0.004446979
90070899,9,Casey,1,11,8.997816268,10.99938385
90071662,20,Casey,0,0,20.00221431,-0.001838502
90071676,5,Casey,0,0,4.999562947,0.004300974
90071867,2,Casey,1,50,1.997938023,49.99923089
90071914,5,Casey,0,0,5.001173966,0.004264056
90072053,11,Casey,0,0,10.995006,-0.003585289
90074347,16,Casey,0,0,16.00358474,0.00058653
90074963,14,Casey,0,0,14.00120542,0.001190251
90075767,19,Casey,0,0,19.00373445,-0.000458395
90076316,11,Casey,0,0,10.99943795,0.001071414
90077628,16,Casey,0,0,16.00122996,0.000423411
90078140,5,Casey,0,0,4.999537558,0.000297058
90078263,8,Casey,0,0,8.000664194,-0.001842813
90078814,6,Casey,0,0,5.998855662,0.004941005
90079400,1,Casey,0,0,0.999276289,0.002601199
90079929,6,Casey,0,0,5.998790702,0.002344608
90081957,3,Casey,1,33,3.004885553,33.00408381
90082515,25,Casey,1,4,24.99601225,3.997487771
90082524,2,Casey,0,0,1.998477836,0.002308587
90082606,1,Casey,0,0,1.000510495,-0.002350132
90082724,21,Casey,3,14,21.00352953,13.99648453
90083027,15,Casey,0,0,15.00443048,-0.004031051
90083180,12,Casey,0,0,11.99593176,-0.003145975
90085012,4,Casey,0,0,4.004821745,0.000674756
90085693,1,Casey,0,0,1.000974363,0.002254531
90085715,5,Casey,1,20,5.004703701,20.00035098
90085963,8,Casey,1,12,7.998588462,12.00451664
90086136,71,Casey,4,5,70.99981892,5.000985347
90086511,21,Casey,2,9,21.00224602,9.001587992
90088199,15,Casey,0,0,14.99518867,0.000211001
90089123,44,Casey,3,6,43.99899365,5.995116818
90089947,13,Casey,0,0,13.00486616,0.003965149
90089975,7,Casey,0,0,6.996743669,-0.002755734
90090296,7,Casey,0,0,7.001388405,-0.001925283
90090681,10,Casey,0,0,9.997305191,0.003227271
90093190,5,Casey,0,0,4.997666595,0.004727734
90094007,16,Casey,1,6,16.00160867,5.998509116
90094590,3,Casey,0,0,3.004663049,-0.000625862
90094829,2,Casey,1,50,2.000715358,50.00020932
90095252,24,Casey,0,0,24.00225387,0.000164417
90097823,12,Casey,0,0,12.0047179,0.003077054
90098181,2,Casey,0,0,2.000877671,0.002535558
90098405,7,Casey,0,0,6.999013141,0.003433505
90098753,26,Casey,1,3,25.99910494,2.997942859
90099027,12,Casey,0,0,12.00219274,0.002022549
90100013,11,Casey,0,0,11.00492809,0.002053157
90101274,33,Casey,1,3,32.9952544,2.997849856
90102895,2,Casey,0,0,1.998244161,0.004039951
90103318,52,Casey,0,0,51.99697232,0.00360052
90104011,17,Casey,1,5,17.00263198,4.997020139
90104797,5,Casey,0,0,5.002764106,0.001157456
90104983,3,Casey,0,0,2.997996911,0.002238718
90104988,2,Casey,0,0,2.003112387,0.00109529
90105952,5,Casey,1,20,5.004859287,20.00005804
90107017,1,Casey,0,0,1.003485787,-0.003705831
90109179,7,Casey,0,0,7.003623927,0.000688676
90109536,4,Casey,0,0,3.997664676,-0.0013048
90111143,1,Casey,0,0,0.995807152,0.002569254
90111234,1,Casey,1,100,0.998474636,99.99827748
90111256,2,Casey,0,0,2.003883811,0.002697275
90111258,2,Casey,0,0,1.995444357,0.004321041
90111265,3,Casey,0,0,2.997310856,0.000347084
90111320,3,Casey,0,0,2.998715372,0.001725091
90112083,4,Casey,0,0,3.995083953,-0.001577792
90113108,1,Casey,0,0,0.996482869,0.003777251
90113883,23,Casey,1,4,22.99882668,3.995162362
90114206,2,Casey,0,0,1.995910993,-0.001760393
90115768,3,Casey,0,0,2.996611511,0.002241651
90116155,6,Casey,1,16,5.997551562,16.0006936
90117588,13,Casey,1,7,13.00245721,6.999448847
90117635,5,Casey,0,0,5.002608127,-0.003008182
90118132,9,Casey,0,0,8.998655707,0.002578576
90119071,11,Casey,0,0,10.9992084,-0.003840706
90119715,4,Casey,0,0,3.997886555,0.003781993
90119742,11,Casey,0,0,11.00185933,0.000811625
90119752,1,Casey,0,0,1.001106001,0.003771407
90119860,7,Casey,0,0,6.996989866,9.54043E-05
90119988,7,Casey,0,0,6.995374813,0.000746035
90122677,6,Casey,0,0,6.000199867,-0.001313531
90123231,20,Casey,1,5,20.00113121,5.004918701
90123234,25,Casey,0,0,25.00019913,-0.00077477
90123243,5,Casey,0,0,5.000572532,0.002719341
90123244,3,Casey,0,0,2.999243405,-0.004987439
90123255,3,Casey,0,0,2.997301058,0.003532522
90123258,11,Casey,0,0,11.00395311,0.003845599
90123261,3,Casey,0,0,2.995933774,-0.002292012
90123262,12,Casey,0,0,11.99697439,-0.00421899
90123265,16,Casey,0,0,16.00431661,-0.003547085
90123269,1,Casey,0,0,1.001685224,-0.002469253
90123274,28,Casey,1,3,27.99751667,2.996197412
90123276,1,Casey,0,0,0.99873743,-0.002217335
90123277,1,Casey,0,0,1.002847766,-0.002432756
90123284,5,Casey,0,0,4.997276583,0.003356111
90123291,2,Casey,0,0,1.998899131,-0.000426181
90123295,17,Casey,0,0,16.99506361,-0.003113723
90123296,4,Casey,0,0,4.003767312,-0.001672586
90123301,6,Casey,0,0,6.000594176,0.002158841
90123307,1,Casey,0,0,0.997832755,0.000320848
90123312,8,Casey,0,0,7.998021939,0.002208904
90123315,1,Casey,0,0,1.000224789,0.00435489
90123323,4,Casey,0,0,4.002860318,0.002505155
90123332,1,Casey,0,0,1.00210724,0.002422818
90123335,2,Casey,0,0,1.998265979,0.003392305
90123337,11,Casey,1,9,11.00242495,8.996789772
90123338,2,Casey,0,0,1.995039954,-0.003149829
90123339,1,Casey,0,0,0.998793361,0.002353018
90124199,13,Casey,0,0,13.00265724,0.00264921
90124200,5,Casey,0,0,4.99631487,-0.004068229
90124202,26,Casey,1,3,25.99646552,2.99772341
90124438,21,Casey,0,0,20.99542909,0.003719854
90124439,19,Casey,0,0,18.99587604,-0.004522356
90124440,36,Casey,0,0,36.00386951,-0.000548982
90124441,15,Casey,0,0,14.99562985,0.002291007
90124443,3,Casey,0,0,3.001036876,0.001198604
90124444,1,Casey,0,0,0.995183064,0.002175651
90124445,9,Casey,0,0,8.999836596,0.00425453
90124446,10,Casey,1,10,10.00333179,10.00140289
90124447,21,Casey,1,4,21.00220745,4.004672492
90124449,8,Casey,0,0,8.000934246,0.000479818
90124452,3,Casey,0,0,2.999252612,0.000406268
90124464,5,Casey,0,0,5.004607474,-0.003007959
90124491,5,Casey,0,0,5.002619952,1.74746E-05
90124501,7,Casey,0,0,6.995129305,0.003599857
90124502,8,Casey,1,12,8.002848199,12.00234
90124508,14,Casey,1,7,14.00459379,7.001383288
90124539,1,Casey,0,0,1.004737321,-0.000865971
90124543,8,Casey,0,0,7.997198888,-0.002437921
90124547,1,Casey,0,0,0.997799417,0.000334203
90124552,4,Casey,0,0,3.996024651,-0.004754654
90124570,2,Casey,0,0,1.998982447,-0.004468558
90124574,19,Casey,0,0,19.00144245,-0.001376358
90124598,2,Casey,0,0,1.998467792,0.003680317
90124612,8,Casey,0,0,8.001189212,-0.003414054
90124618,1,Casey,0,0,1.002718403,0.003733653
90124642,12,Casey,1,8,12.00057934,8.000194384
90124936,9,Casey,0,0,8.997912265,0.003900477
90124939,2,Casey,0,0,2.004259837,-0.001176084
90127515,1,Casey,0,0,0.997345873,0.00202877
90132167,36,Casey,0,0,35.99596339,0.000884286
90135325,19,Casey,1,5,19.00414248,4.997143121
90136829,2,Casey,0,0,1.996504978,-0.002475555
90137181,5,Casey,0,0,5.000892306,-0.002682898
90137813,19,Casey,2,10,19.00288072,10.00225326
90140200,3,Casey,0,0,3.001704374,-0.003302504
90141463,1,Casey,0,0,1.003649802,0.00097222
90141465,3,Casey,0,0,3.002676004,-0.003847118
90141583,4,Casey,0,0,4.000377005,0.004904898
90142792,2,Casey,0,0,1.998685574,-0.004220491
90142803,2,Casey,0,0,2.001648169,-0.003028444
90142808,5,Casey,0,0,4.998448123,0.003444427
90142809,1,Casey,0,0,1.000176908,0.004677749
90142812,6,Casey,0,0,5.998281665,-0.003487893
90142824,4,Casey,0,0,4.000490203,-0.000196192
90142827,12,Casey,0,0,11.99615678,-0.000322825
90142841,27,Casey,1,3,26.99645821,3.003025518
90142861,1,Casey,0,0,1.004852549,0.000119185
90142863,1,Casey,0,0,0.995647095,0.004402267
90142868,12,Casey,0,0,12.00103654,0.000218849
90142876,3,Casey,0,0,2.996800341,0.000257442
90142879,2,Casey,0,0,2.001700365,-0.002277751
90144220,5,Casey,0,0,4.998716319,0.003972168
90144606,1,Casey,0,0,1.003801532,-0.004387532
90144629,34,Casey,0,0,33.99538864,-0.002990661
90144646,14,Casey,0,0,13.99823805,0.002725142
90144738,4,Casey,0,0,4.000003373,0.001141121
90144872,50,Casey,2,4,50.00464519,3.996285074
90144933,20,Casey,0,0,20.00413522,0.001039678
90144951,12,Casey,0,0,11.99678531,0.002970906
90145292,3,Casey,1,33,3.000071469,32.99817815
90145323,2,Casey,0,0,2.001666065,0.001375207
90145385,5,Casey,0,0,5.001868756,0.000696382
90145408,20,Casey,0,0,19.99591624,-0.002914748
90145489,13,Casey,1,7,13.00118133,7.004327174
90145507,1,Casey,0,0,1.002455962,-0.000539467
90145525,11,Casey,1,9,10.99947597,8.999065886
90145734,1,Casey,0,0,0.9997305,0.003173705
90145741,10,Casey,0,0,10.00072476,-0.000236423
90145753,8,Casey,0,0,7.995835739,-0.001258993
90145756,3,Casey,0,0,3.0002778,-0.004361853
90145758,3,Casey,0,0,2.999991245,0.000602074
90145901,58,Casey,0,0,57.99653687,0.002661914
90146246,5,Casey,0,0,5.001721856,-0.002438655
90146286,1,Casey,0,0,1.001234274,-0.000868282
90148355,7,Casey,1,14,7.002764001,14.00201998
90148374,4,Casey,0,0,3.995207719,0.001381241
90151693,1,Casey,0,0,1.002714684,-0.001474897
90152266,2,Casey,1,50,2.002637194,49.99740444
90152983,4,Casey,0,0,3.995906921,-0.003106745
90153760,9,Casey,0,0,9.003373495,-0.004079392
90154175,13,Casey,2,15,12.99603133,15.0015424
90154195,4,Casey,0,0,4.002570148,-0.001313709
90154449,2,Casey,0,0,2.002968357,0.004493501
90155074,10,Casey,0,0,10.0028976,0.000281151
90158840,1,Casey,0,0,1.003959763,0.000428952
90160353,2,Casey,0,0,2.000310654,-0.000369576
90160495,2,Casey,0,0,1.995662111,-0.002760259
90160622,1,Casey,0,0,1.00253082,0.000971403
90160654,4,Casey,0,0,3.996318669,0.00385226
90160655,1,Casey,0,0,0.995436215,-0.001049108
90161039,4,Casey,1,25,3.996973534,24.99590771
90161096,5,Casey,0,0,4.99951779,0.002669407
90161173,3,Casey,0,0,2.998343499,0.002534499
90161944,5,Casey,0,0,5.000541094,-0.000639189
90162065,40,Casey,0,0,39.99741573,-0.001662185
90162082,8,Casey,0,0,8.001248743,0.004312061
90162770,14,Casey,1,7,14.00265773,7.00166311
90162832,1,Casey,0,0,0.995227524,1.27352E-05
90162877,2,Casey,0,0,2.004433049,-0.004169567
90162880,9,Casey,0,0,9.000401265,-0.000336284
90162925,30,Casey,2,6,29.99786226,5.99548613
90162953,4,Casey,0,0,4.000377657,0.003607094
90163090,1,Casey,0,0,0.998232835,-0.003668004
90163243,18,Casey,0,0,18.00050113,0.00213961
90164074,1,Casey,0,0,0.995561796,0.004876214
90164194,3,Casey,1,33,2.996161701,33.0009543
90164305,9,Casey,0,0,9.00072154,-0.002233807
